id,name,rank,salary,url
4997528,Nikola Jovic,316,2239920.0,https://www.espn.com/nba/player/_/id/4997528/nikola-jovic
4066354,Payton Pritchard,317,2239200.0,https://www.espn.com/nba/player/_/id/4066354/payton-pritchard
4230557,Vlatko Cancar,318,2234359.0,https://www.espn.com/nba/player/_/id/4230557/vlatko-cancar
4433246,Patrick Baldwin Jr.,319,2226000.0,https://www.espn.com/nba/player/_/id/4433246/patrick-baldwin-jr.
4683749,TyTy Washington Jr.,320,2210040.0,https://www.espn.com/nba/player/_/id/4683749/tyty-washington-jr.
4592492,Bones Hyland,321,2201520.0,https://www.espn.com/nba/player/_/id/4592492/bones-hyland
4397102,Bol Bol,322,2200000.0,https://www.espn.com/nba/player/_/id/4397102/bol-bol
4576087,Peyton Watson,323,2193960.0,https://www.espn.com/nba/player/_/id/4576087/peyton-watson
3907487,Marquese Chriss,324,2193920.0,https://www.espn.com/nba/player/_/id/3907487/marquese-chriss
2991042,Nik Stauskas,325,2193920.0,https://www.espn.com/nba/player/_/id/2991042/nik-stauskas
4066299,Udoka Azubuike,326,2174880.0,https://www.espn.com/nba/player/_/id/4066299/udoka-azubuike
4431671,Jaden McDaniels,327,2161440.0,https://www.espn.com/nba/player/_/id/4431671/jaden-mcdaniels
3134916,Jordan McLaughlin,328,2160000.0,https://www.espn.com/nba/player/_/id/3134916/jordan-mclaughlin
4066668,Malachi Flynn,329,2145720.0,https://www.espn.com/nba/player/_/id/4066668/malachi-flynn
4432174,Cam Thomas,330,2138160.0,https://www.espn.com/nba/player/_/id/4432174/cam-thomas
3064560,Luke Kornet,331,2133278.0,https://www.espn.com/nba/player/_/id/3064560/luke-kornet
4066320,Desmond Bane,332,2130240.0,https://www.espn.com/nba/player/_/id/4066320/desmond-bane
3135048,Jahlil Okafor,333,2130023.0,https://www.espn.com/nba/player/_/id/3135048/jahlil-okafor
4432164,Jaden Springer,334,2125200.0,https://www.espn.com/nba/player/_/id/4432164/jaden-springer
4432194,Day'Ron Sharpe,335,2109480.0,https://www.espn.com/nba/player/_/id/4432194/day'ron-sharpe
3133635,Jevon Carter,336,2100000.0,https://www.espn.com/nba/player/_/id/3133635/jevon-carter
4593125,Santi Aldama,337,2094240.0,https://www.espn.com/nba/player/_/id/4593125/santi-aldama
4230547,Frank Ntilikina,338,2036318.0,https://www.espn.com/nba/player/_/id/4230547/frank-ntilikina
4065673,Tony Bradley,339,2036318.0,https://www.espn.com/nba/player/_/id/4065673/tony-bradley
4432823,Jaylin Williams,340,2000000.0,https://www.espn.com/nba/player/_/id/4432823/jaylin-williams
4432813,Jeremiah Robinson-Earl,341,2000000.0,https://www.espn.com/nba/player/_/id/4432813/jeremiah-robinson-earl
3133626,Kenrich Williams,342,2000000.0,https://www.espn.com/nba/player/_/id/3133626/kenrich-williams
2595435,Abdel Nader,343,2000000.0,https://www.espn.com/nba/player/_/id/2595435/abdel-nader
4433623,Caleb Houstan,344,2000000.0,https://www.espn.com/nba/player/_/id/4433623/caleb-houstan
3988,Danny Green,345,2000000.0,https://www.espn.com/nba/player/_/id/3988/danny-green
3913180,Garrison Mathews,346,2000000.0,https://www.espn.com/nba/player/_/id/3913180/garrison-mathews
3915195,Shake Milton,347,1977718.0,https://www.espn.com/nba/player/_/id/3915195/shake-milton
3136485,Edmond Sumner,348,1968175.0,https://www.espn.com/nba/player/_/id/3136485/edmond-sumner
4278103,Jontay Porter,349,1950000.0,https://www.espn.com/nba/player/_/id/4278103/jontay-porter
2999549,Denzel Valentine,350,1939350.0,https://www.espn.com/nba/player/_/id/2999549/denzel-valentine
4278049,Daniel Gafford,351,1930681.0,https://www.espn.com/nba/player/_/id/4278049/daniel-gafford
4066731,Jalen McDaniels,352,1930681.0,https://www.espn.com/nba/player/_/id/4066731/jalen-mcdaniels
4396971,Naz Reid,353,1930681.0,https://www.espn.com/nba/player/_/id/4396971/naz-reid
4278541,Jaylen Nowell,354,1930681.0,https://www.espn.com/nba/player/_/id/4278541/jaylen-nowell
3907823,Terance Mann,355,1930681.0,https://www.espn.com/nba/player/_/id/3907823/terance-mann
3912848,Dean Wade,356,1930681.0,https://www.espn.com/nba/player/_/id/3912848/dean-wade
4066317,Lindy Waters III,357,1927896.0,https://www.espn.com/nba/player/_/id/4066317/lindy-waters-iii
3914283,Chimezie Metu,358,1910680.0,https://www.espn.com/nba/player/_/id/3914283/chimezie-metu
3059262,Davon Reed,359,1902133.0,https://www.espn.com/nba/player/_/id/3059262/davon-reed
4277964,Xavier Tillman,360,1901625.0,https://www.espn.com/nba/player/_/id/4277964/xavier-tillman
4066651,Killian Tillie,361,1901625.0,https://www.espn.com/nba/player/_/id/4066651/killian-tillie
4683027,Theo Maledon,362,1900000.0,https://www.espn.com/nba/player/_/id/4683027/theo-maledon
3136779,Keita Bates-Diop,363,1878720.0,https://www.espn.com/nba/player/_/id/3136779/keita-bates-diop
3150844,Moritz Wagner,364,1878720.0,https://www.espn.com/nba/player/_/id/3150844/moritz-wagner
3102533,Thanasis Antetokounmpo,365,1878720.0,https://www.espn.com/nba/player/_/id/3102533/thanasis-antetokounmpo
4066264,Wenyen Gabriel,366,1878720.0,https://www.espn.com/nba/player/_/id/4066264/wenyen-gabriel
4423885,Didi Louzada,367,1876222.0,https://www.espn.com/nba/player/_/id/4423885/didi-louzada
4278031,Oshae Brissett,368,1846738.0,https://www.espn.com/nba/player/_/id/4278031/oshae-brissett
4065697,Dennis Smith Jr.,369,1836090.0,https://www.espn.com/nba/player/_/id/4065697/dennis-smith-jr.
3133602,Svi Mykhailiuk,370,1836090.0,https://www.espn.com/nba/player/_/id/3133602/svi-mykhailiuk
4017839,Juancho Hernangomez,371,1836090.0,https://www.espn.com/nba/player/_/id/4017839/juancho-hernangomez
2581184,Anthony Gill,372,1836090.0,https://www.espn.com/nba/player/_/id/2581184/anthony-gill
